"Seller","Make","Price","ZIP","City","State","Class","Year","Length","Category","Hull.Material","Engine.Type","age"
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Soverel Harbour Marina","Ocean",139000,"33410 ","Palm Beach Gardens","FL","Power",1997,40," Sports Fishing Boats","Fiberglass","Twin Inboard",22
"Denison Yachting - Denison Yachting - Seattle","Ocean",94900,"98109 ","Seattle","WA","Power",1984,40," Trawlers, Flybridge","Fiberglass","Twin Inboard",35
"Edwards Yacht Sales","Ocean",49995,"33764 ","Clearwater","FL","Power",1985,40," Trawlers, Aft Cabin, Flybridge","Fiberglass","Twin Inboard",34
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Ocean Alexander",89500,"33312 ","Fort Lauderdale","FL","Power",1986,40," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",33
"Cast Off Yacht Sales","Ocean Alexander",189997,"8731 ","Forked River","NJ","Power",2003,40," Sports Fishing Boats, Flybridge, Saltwater Fishing","Fiberglass","Twin Inboard",16
"Knot 10 Yacht Sales","Ocean Yachts",130000,"21638 ","Grasonville","MD","Power",2000,40," Convertible Boats, Flybridge, Saltwater Fishing","Fiberglass","Other",19
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Charleston City Marina","Ocean Yachts",169000,"29401 ","Charleston","SC","Power",2000,40," Sports Fishing Boats","Fiberglass","Twin Inboard",19
"CenterPointe Yacht Sales","Ocean Yachts",168000,"53204 ","Milwaukee","WI","Power",2003,40," Sports Fishing Boats, Freshwater Fishing","Fiberglass","Twin Inboard",16
"Brewer Yacht Sales - Mike Farman","Ocean Yachts",155900,"2886 ","Warwick","RI","Power",1998,40," Convertible Boats, Sports Fishing Boats","Fiberglass","Twin Inboard",21
"RCR  Buffalo","Ocean Yachts",39900,"14203 ","Buffalo","NY","Sails",1968,40," Cutter","Fiberglass","Other",51
"South Florida Yachts - South Florida Yachts","Owens",79000,"33404 ","Riviera Beach","FL","Power",1989,40," Saltwater Fishing, Sports Fishing Boats, Convertible Boats","Fiberglass","Other",30
"Long Island Marine Group","Pace",39000,"11768 ","Northport","NY","Power",1988,40," Convertible Boats","Fiberglass","Twin Inboard",31
"Jensen Yacht Sales - Jensen Yacht Sales, LLC","Pace",59500,"6475 ","Old Saybrook","CT","Power",1975,40," Convertible Boats","Fiberglass","Other",44
"Little Yacht Sales - Little Yacht Sales","Pacemaker",334900,"77565 ","Kemah","TX","c wood interior finish. Large salon with L-Lounge to port and galley to starboard, Head with shower stall. Master forward with V-Berth's and filler. Second stateroom with upper/lower  bunk bed'sInterior updated in 2005'06. New carpet ,L-Lounge with sleeper,Bali Blinds,Flat screen TV with DVD Surround sound,AM/FM Stereo with CD Changer,Salon VHF. Reverse cycle heat and air ( 2-units)",1998,40," Cruisers","Fiberglass","Single Inboard",21
"Port Sanilac Marina - Port Sanilac Marina","Pacific Seacraft",22500,"48469 ","Port Sanilac","MI","Sails",1980,40," Sloop","Fiberglass","Single Inboard",39
"United Yacht Sales - United Yacht Sales - Cape and Island Division","Palmer Johnson",39900,"2540 ","Falmouth","MA","Sails",1978,40," Sloop, Racers and Cruisers","Fiberglass","Single Inboard",41
"Marine Servicenter - Anacortes Sales Center","Palmer Johnson",149900,"98221 ","Anacortes","WA","Sails",1984,40," Cruisers, Sloop","Fiberglass","Other",35
"Galahad Marine - Deltaville Office","Passport",24900,"23043 ","Deltaville","VA","Sails",1972,40," Sports Fishing Boats, Saltwater Fishing","Wood","Twin Inboard",47
"Denison Yachting - Denison Yachting - Palm Beach","Princess",525000,"33410 ","Palm Beach Gardens","FL","Power",2017,40," Center Consoles","Fiberglass","Other",2
"Quality Boats - Quality Boats","Pursuit",584900,"33764 ","Clearwater","FL","Power",2018,40," Center Consoles, Sports Fishing Boats, Saltwater Fishing","Fiberglass","Triple Outboard",1
"Bosun Marine - Bosun Marine","Pursuit",449000,"2649 ","Mashpee","MA","Power",2017,40," Center Consoles","Fiberglass","Other",2
"Curtis Stokes & Associates - Curtis Stokes & Associates","Pursuit",199000,"33316 ","Ft. Lauderdale","FL","Power",2008,40," Express Cruiser","Fiberglass","Twin Inboard",11
"Platinum Marine - Platinum Marine","Regal",129950,"78734 ","Austin","TX","Power",2006,40," Flybridge, Cruisers","Fiberglass","Other",13
"Jim V. Marine Sales LLC","Regal",45500,"37075 ","Hendersonville","TN","Power",1994,40," Cruisers","Fiberglass","Twin Inboard",25
"Oakdale Yacht Sales - Oakdale Yacht Sales","Regal",94999,"11769 ","Oakdale","NY","Power",2000,40," Cruisers","Fiberglass","Other",19
"Battery Park Boat Sales & Brokerage","Regal",69900,"44870 ","Sandusky","OH","Power",1999,40," Cruisers","Fiberglass","Twin Inboard",20
"Baltimore Boating Center, LLC - Baltimore Boating Center, LLC","Regal",59900,"21221 ","Baltimore","MD","Power",1999,40," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",20
"Great Lakes Boats & Brokerage","Regal",99900,"44060 ","Mentor","OH","Power",1999,40," Cruisers, Express Cruiser, Motor Yachts","Fiberglass","Twin Inboard",20
"Grandpappy Point Marina","Regal",79995,"75020 ","Denison","TX","Power",1997,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",22
"Mid-Missouri Yachts, LLC","Regal",55000,"65065 ","Osage Beach","MO","Power",1996,40," Cruisers, Express Cruiser, Motor Yachts","Fiberglass","Other",23
"Marine Group - Emerald Coast - Marine Group - Emerald Coast","Regal",62900,"36561 ","Orange Beach","AL","Power",1996,40," Express Cruiser, Cruisers, Sports Cruiser","Fiberglass","Twin Inboard",23
"Boats of Dallas","Regal",49990,"75022 ","Flower Mound","TX","Power",1995,40," Express Cruiser, Motor Yachts","Fiberglass","Twin Inboard",24
"Keenan Marina - Keenan Marina","Regal",49500,"49456 ","Spring Lake","MI","Power",1995,40," Cruisers","Fiberglass","Twin Inboard",24
"SkipperBud's Marina Del Isle","Regal",69900,"43440 ","Marblehead","OH","Power",1996,40," Express Cruiser","Fiberglass","Other",23
"SkipperBud's -  Mac Ray","Regal",169000,"48045 ","Harrison Township","MI","Power",2007,40," Express Cruiser","Fiberglass","Twin Inboard",12
"Grandpappy Point Marina","Regal",199000,"75020 ","Denison","TX","Power",2008,40," Express Cruiser","Fiberglass","Twin Inboard",11
"Nashville Yacht Brokers, Inc.","Regal",209000,"37219 ","Nashville","TN","Power",2008,40," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",11
"Boats of Dallas","Regal",169999,"75022 ","Flower Mound","TX","Power",2007,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",12
"Full Performance Marine","Regal",238995,"16657 ","James Creek","PA","Power",2010,40," Cruisers","Fiberglass","Other",9
"MarineMax Jacksonville at Beach Marine","Regal",119000,"32250 ","Jacksonville","FL","Power",2004,40," Sports Cruiser, Express Cruiser","Fiberglass","Twin Inboard",15
"Prestige Yacht Sales, Inc.","Regal",139900,"8723 ","Brick","NJ","Power",2005,40," Motor Yachts","Fiberglass","Other",14
"Executive Boat & Yacht Brokerage - Executive Boat & Yacht Brokerage","Regal",64900,"84115 ","Salt Lake City","UT","Power",1995,40," Motor Yachts","Fiberglass","Twin Inboard",24
"The Shoreline Yacht Group - The Shoreline Yacht Group","Regal",55900,"90731 ","San Pedro","CA","Power",1993,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",26
"Yacht Finders - Yacht Finders LLC","Regal",119995,"11772 ","Patchogue","NY","Power",2007,40," Cruisers","Fiberglass","Other",12
"POP Yachts","Rinker",139900,"34233 ","Sarasota","FL","Power",2008,40," Express Cruiser, Motor Yachts, Cruisers","Fiberglass","Other",11
"American Marine - Dubuque Iowa","River Queen",19900,"52001 ","Dubuque","IA","Power",1969,40," House Boats","Steel","Other",50
"Al Grover's High & Dry Marina, Inc - AL GROVER'S","River Queen",125000,"11520 ","Freeport","NY","Power",2002,40," Cruisers, Sports Fishing Boats, Saltwater Fishing","Fiberglass","Twin Inboard",17
"American Marine Yachts","Riviera",99000,"34221 ","Palmetto","FL","Power",1999,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",20
"Denison Yachting - Denison Yachting - Destin","Riviera",329000,"32541 ","Destin","FL","Power",2002,40," Sports Fishing Boats","Fiberglass","Other",17
"Florida Yachts International - Florida Yachts International","Riviera",490000,"33133 ","Miami","FL","Power",2007,40," Motor Yachts, Sports Fishing Boats, Saltwater Fishing","Fiberglass","Twin Inboard",12
"Bluewater Yacht Sales - Bluewater Yacht Sales - Ocean City","Riviera",115000,"21842 ","Ocean City","MD","Power",2011,40," Downeast, Bay Boats","Fiberglass","Twin Inboard",8
"Weaver Boatworks - Weaver Boat Works","Robbins",149000,"20779 ","Tracys Landing","MD","Power",1999,40," Center Consoles","Fiberglass","Other",20
"Curtis Stokes & Associates - Curtis Stokes & Associates","Robbins",465000,"33316 ","Ft. Lauderdale","FL","Power",2010,40," Motor Yachts, Express Cruiser","Fiberglass","Twin Inboard",9
"Bayport Yachts - Bayport Yachts","Sabre",198000,"92663 ","Newport Beach","CA","Power",2000,40," Cruisers","Fiberglass","Single Inboard",19
"Prestige Yacht Sales - Prestige Yacht Sales","Sabre",185000,"6855 ","Norwalk","CT","Sails",2000,40," Cruisers","Fiberglass","Single Inboard",19
"DiMillo's Yacht Sales - New York","Sabre",174999,"11542 ","Glen Cove","NY","Sails",2000,40," Cruisers","Fiberglass","Single Inboard",19
"Prestige Yacht Sales - Prestige Yacht Sales - Mystic Location","Sabre",179000,"6355 ","Mystic","CT","Sails",1998,40," Cruisers, Racers and Cruisers","Fiberglass","Single Inboard",21
"Port Sanilac Marina - Port Sanilac Marina","Sabre",23500,"48469 ","Port Sanilac","MI","Sails",1984,40," Racers","Fiberglass","Single Inboard",35
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Schock",425000,"33301 ","Fort Lauderdale","FL","Sails",2007,40," Commercial Boats, Passenger","Fiberglass","Twin Inboard",12
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Schooner Creed Boat Works",69500,"33950 ","Punta Gorda","FL","Power",1979,40," Motorsailers, Antique and Classics","Fiberglass","Single Inboard",40
"Marine Servicenter - Seattle","Schucker",49999,"98109 ","Seattle","WA","Sails",1977,40," Pilothouse, Motorsailers","Fiberglass","Single Inboard",42
"Boat Brokers LKN","Sea Ray",49900,"28031 ","Cornelius","NC","Power",1991,40," Aft Cabin","Fiberglass","Twin Inboard",28
"CenterPointe Yacht Sales","Sea Ray",38000,"53204 ","Milwaukee","WI","Power",1989,40," Aft Cabin, Motor Yachts","Fiberglass","Twin Inboard",30
"Atlantic Bay Marine","Sea Ray",189000,"33142 ","Miami","FL","Power",2005,40," Motor Yachts, Cruisers","Fiberglass","Twin Inboard",14
"Nunmaker Yachts","Sea Ray",166999,"70447 ","Madisonville","LA","Power",2003,40," Motor Yachts","Fiberglass","Twin Inboard",16
"Spring Brook Marina","Sea Ray",69000,"61360 ","Seneca","IL","Power",1994,40," Cruisers","Fiberglass","Twin Inboard",25
"SYS Yacht Sales - SYS Yacht Sales","Sea Ray",218900,"34236 ","Sarasota","FL","Power",2006,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",13
"Denison Yachting - Denison Yachting","Sea Ray",195000,"33316 ","Fort Lauderdale","FL","Power",2006,40," Motor Yachts","Fiberglass","Twin Inboard",13
"Boston Yacht Sales - Boston Yacht Sales","Sea Ray",109900,"2191 ","N. Weymouth","MA","Power",1999,40," Flybridge, Convertible Boats","Fiberglass","Twin Inboard",20
"Nunmaker Yachts","Sea Ray",280000,"70447 ","Madisonville","LA","Power",2009,40," Motor Yachts","Fiberglass","Twin Inboard",10
"Allied Marine - Allied Marine - Miami Beach","Sea Ray",195000,"33139 ","Miami Beach","FL","Power",2006,40," Cruisers","Fiberglass","Twin Inboard",13
"Quality Boats - Quality Boats","Sea Ray",198500,"33764 ","Clearwater","FL","Power",2006,40," Cruisers, Express Cruiser, Sports Cruiser","Fiberglass","Twin Inboard",13
"Great Lakes Boats & Brokerage","Sea Ray",54900,"44060 ","Mentor","OH","Power",1992,40," Express Cruiser","Fiberglass","Twin Inboard",27
"POP Yachts","Sea Ray",175600,"34233 ","Sarasota","FL","Power",1999,40," Express Cruiser, Cruisers, Motor Yachts","Fiberglass","Twin Inboard",20
"POP Yachts","Sea Ray",49900,"34233 ","Sarasota","FL","Power",1993,40," Express Cruiser, Cruisers, Motor Yachts","Fiberglass","Twin Inboard",26
"American Marine - Dubuque Iowa","Sea Ray",67000,"52001 ","Dubuque","IA","Power",1997,40," Express Cruiser","Fiberglass","Other",22
"Spring Brook Marina","Sea Ray",79900,"61360 ","Seneca","IL","Power",1996,40," Express Cruiser","Fiberglass","Twin Inboard",23
"SkipperBud's Bay City","Sea Ray",44995,"48708 ","Bay City","MI","Power",1992,40," Express Cruiser","Fiberglass","Other",27
"Shore Point  Marina & Yacht Sales, Inc. - Shore Point Marina & Yacht Sales, Inc.","Sea Ray",82900,"8741 ","Pine Beach","NJ","Power",1998,40," Express Cruiser, Cruisers, Motor Yachts","Fiberglass","Twin Inboard",21
"Battery Park Boat Sales & Brokerage","Sea Ray",71495,"44870 ","Sandusky","OH","Power",1996,40," Express Cruiser","Fiberglass","Twin Inboard",23
"Dominion Yachts - Dominion Yachts","Sea Ray",55000,"22125 ","Occoquan","VA","Power",1996,40," Motor Yachts","Fiberglass","Twin Inboard",23
"Temptation Yacht Sales, Inc","Sea Ray",69900,"48045 ","Harrison Township","MI","Power",1996,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",23
"Lakeshore Yacht Sales","Sea Ray",74900,"49441 ","Muskegon","MI","Power",1995,40," Express Cruiser","Fiberglass","Twin Inboard",24
"Irwin Yacht Sales - Irwin Yacht Sales - Seattle Office","Sea Ray",79900,"98109 ","Seattle","WA","Power",1995,40," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",24
"WLM Yacht Sales","Sea Ray",72500,"49424 ","Holland","MI","Power",1995,40," Express Cruiser","Fiberglass","Twin Inboard",24
"United Yacht Sales - United Yacht Sales - Florida Treasure Coast","Sea Ray",59800,"34994 ","Stuart","FL","Power",1994,40," Express Cruiser, Express Cruiser, Cruisers","Fiberglass","Twin Inboard",25
"East Shore Marine - East Shore Marine","Sea Ray",49800,"11757 ","Lindenhurst","NY","Power",1994,40," Cruisers, Sports Cruiser","Fiberglass","Other",25
"Curtis Stokes & Associates - Curtis Stokes & Associates","Sea Ray",59900,"33316 ","Ft. Lauderdale","FL","Power",1993,40," Express Cruiser","Fiberglass","Twin Inboard",26
"Knot 10 Yacht Sales","Sea Ray",47900,"21638 ","Grasonville","MD","Power",1993,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",26
"Temptation Yacht Sales, Inc","Sea Ray",98900,"48045 ","Harrison Township","MI","Power",1992,40," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",27
"McMachen Boating Center","Sea Ray",59900,"48045 ","Harrison Twp.","MI","Power",1992,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",27
"Great Lakes Boats & Brokerage","Sea Ray",69900,"44060 ","Mentor","OH","Power",1994,40," Express Cruiser, Motor Yachts, Cruisers","Fiberglass","Twin Inboard",25
"MarineMax Ft. Myers","Sea Ray",169855,"33919 ","Ft. Myers","FL","Power",2003,40," Sports Cruiser, Flybridge","Fiberglass","Twin Inboard",16
"Port Harbor Marine - South Portland, ME","Sea Ray",169995,"4106 ","South Portland","ME","Power",2004,40," Cruisers","Other","Other",15
"Captain's Choice of Pickwick","Sea Ray",159900,"38852 ","Iuka","MS","Power",2001,40," Flybridge","Fiberglass","Twin Inboard",18
"Knot 10 Yacht Sales","Sea Ray",157500,"21638 ","Grasonville","MD","Power",2001,40," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",18
"Knot 10 Yacht Sales","Sea Ray",140000,"21638 ","Grasonville","MD","Power",2000,40," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",19
"Coral Gables Yachts, LLC","Sea Ray",159000,"49423 ","Holland","MI","Power",1999,40," Flybridge","Fiberglass","Twin Inboard",20
"Allied Marine - Allied Marine - Stuart","Sea Ray",139000,"34994 ","Stuart","FL","Power",1999,40," Cruisers, Sports Cruiser","Fiberglass","Twin Inboard",20
"South Shore Dry Dock Marine, Inc. - South Shore Dry Dock Marine, Westport Office","Sea Ray",129900,"2790 ","Westport","MA","Power",1999,40," Convertible Boats, Cruisers","Fiberglass","Twin Inboard",20
"Yachts Unlimited","Sea Ray",117900,"37931 ","Knoxville","TN","Power",1998,40," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",21
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Sea Ray",121900,"33950 ","Punta Gorda","FL","Power",1998,40," Motor Yachts, Flybridge, Convertible Boats","Fiberglass","Twin Inboard",21
"Yachts Unlimited","Sea Ray",119000,"37931 ","Knoxville","TN","Power",1997,40," Convertible Boats, Flybridge","Fiberglass","Twin Inboard",22
"Knot 10 Yacht Sales","Sea Ray",89500,"21638 ","Grasonville","MD","Power",1996,40," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",23
"Nunmaker Yachts","Sea Ray",579000,"70447 ","Madisonville","LA","Power",2018,40," Sports Cruiser, Motor Yachts, Express Cruiser","Fiberglass","Twin Inboard",1
"Knot 10 Yacht Sales","Sea Ray",559000,"21638 ","Grasonville","MD","Power",2018,40," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",1
"MarineMax Ft. Myers","Sea Ray",485000,"33919 ","Ft. Myers","FL","Power",2017,40," Sports Cruiser","Fiberglass","Twin Inboard",2
"Capt. O'Connell Co. - Capt. O'Connell Co.","Sea Ray",479900,"2720 ","Fall River","MA","Power",2016,40," Cruisers","Fiberglass","Twin Inboard",3
"SkipperBud's Volo","Sea Ray",499000,"60073 ","Volo","IL","Power",2016,40," Express Cruiser","Fiberglass","Other",3
"Knot 10 Yacht Sales","Sea Ray",109000,"21638 ","Grasonville","MD","Power",2000,40," Cruisers, Express Cruiser","Fiberglass","Twin Inboard",19
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Sea Ray",1e+05,"34652 ","New Port Richey","FL","Power",1999,40," Motor Yachts, Express Cruiser","Fiberglass","Twin Inboard",20
"Statewide Marine Services - Statewide Marine Services","Sea Ray",84900,"8758 ","Waretown","NJ","Power",1999,40," Express Cruiser","Fiberglass","Twin Inboard",20
"POP Yachts","Sea Ray",94000,"34233 ","Sarasota","FL","Power",1998,40," Express Cruiser, Motor Yachts, Cruisers","Fiberglass","Twin Inboard",21
"Temptation Yacht Sales, Inc","Sea Ray",99900,"48045 ","Harrison Township","MI","Power",1998,40," Cruisers, Aft Cabin, Express Cruiser","Fiberglass","Twin Inboard",21
"POP Yachts","Sea Ray",119000,"34233 ","Sarasota","FL","Power",1998,40," Express Cruiser, Motor Yachts, Cruisers","Fiberglass","Twin Inboard",21
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Sea Ray",84250,"33950 ","Punta Gorda","FL","Power",1998,40," Motor Yachts, Cruisers","Fiberglass","Twin Inboard",21
"ECJ Luxe Yachts - ECJ Luxe Yachts, Inc.","Sea Ray",74995,"33441 ","Deerfield Beach","FL","Power",1998,40," Motor Yachts","Fiberglass","Twin Inboard",21
